Item1,Item1Name,Item2,Item2Name,PairCt,ItemCt,Prob,Incumbents,SalaryDiff,Salary1,Salary2,Salary1Min,Salary2Min,Hyperlink
6546,SR ELECTRONICS COMMUNICATION EQUIPMENT INSTALLER,6541,ELECTRONICS COMMUNICATIONS TECH,1,2,0.5,66,1875.32,5262.74,7138.06,5262.74,7138.06,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6541' target = '_blank' >View Description</a>
6547,"AUDIO, VIDEO & SECURITY SYST TECH",6547,"AUDIO, VIDEO & SECURITY SYST TECH",12,17,0.70588,23,0,7138.06,7138.06,7138.06,7138.06,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6547' target = '_blank' >View Description</a>
6547,"AUDIO, VIDEO & SECURITY SYST TECH",2559,NETWORK SYSTEMS ADMINISTRATOR II,2,17,0.11765,91,813.22,7138.06,7951.28,7138.06,6062.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2559' target = '_blank' >View Description</a>
6547,"AUDIO, VIDEO & SECURITY SYST TECH",2521,APPLICATION DEVELOPER II,1,17,0.05882,108,543.22,7138.06,7681.28,7138.06,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2521' target = '_blank' >View Description</a>
6547,"AUDIO, VIDEO & SECURITY SYST TECH",2591,INFORMATION SYSTEMS ANALYST II,1,17,0.05882,344,524.12,7138.06,7662.18,7138.06,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
6547,"AUDIO, VIDEO & SECURITY SYST TECH",6550,"AUDIO, VIDEO & SECURITY SYST TECH_SUPVR",1,17,0.05882,2,1070.74,7138.06,8208.8,7138.06,8208.8,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6550' target = '_blank' >View Description</a>
6550,"AUDIO, VIDEO & SECURITY SYST TECH_SUPVR",2560,SENIOR NETWORK SYSTEMS ADMINISTRATOR,1,2,0.5,125,653.12,8208.8,8861.92,8208.8,6756.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2560' target = '_blank' >View Description</a>
6550,"AUDIO, VIDEO & SECURITY SYST TECH_SUPVR",6550,"AUDIO, VIDEO & SECURITY SYST TECH_SUPVR",1,2,0.5,2,0,8208.8,8208.8,8208.8,8208.8,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6550' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,6587,MARINA MAINTENANCE WORKER,2,11,0.18182,10,0,4367.1,4367.1,3337.92,3337.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6587' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,6591,"SUPERVISOR, MARINA MAINTENANCE",2,11,0.18182,4,1846.72,4367.1,6213.82,3337.92,4737.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6591' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,6622,SENIOR GENERAL MAINTENANCE WORKER,2,11,0.18182,86,429.18,4367.1,4796.28,3337.92,3660.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6622' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,7433,POWER EQUIPMENT TECHNICIAN,2,11,0.18182,48,1318.44,4367.1,5685.54,3337.92,5685.54,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7433' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,4171,BUILDING ENGINEERING INSPECTOR,1,11,0.09091,43,2853.9,4367.1,7221,3337.92,5813,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4171' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,6619,GENERAL MAINTENANCE WORKER,1,11,0.09091,145,-64.54,4367.1,4302.56,3337.92,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
6587,MARINA MAINTENANCE WORKER,7193,STATIONARY ENGINEER HELPER,1,11,0.09091,18,347.08,4367.1,4714.18,3337.92,3797.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7193' target = '_blank' >View Description</a>
6593,SIGN ENGRAVING MACHINE OPERATOR,1138,INTERMEDIATE CLERK,1,1,1,2919,-51.82,3529.82,3478,2701.82,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
6596,SIGN MAKER,4419,GEOGRAPHIC INFORMATION SYSTEMS TECHNICIAN I,1,1,1,30,2243.08,4157.28,6400.36,3179.1,5152.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4419' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6619,GENERAL MAINTENANCE WORKER,11,32,0.34375,145,703.38,3599.18,4302.56,2754.92,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6326,CEMENT & CONCRETE WORKER,3,32,0.09375,17,1407.62,3599.18,5006.8,2754.92,5006.8,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6326' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6545,ELECTRONICS COMMUNICATION EQUIPMENT INSTALLER,3,32,0.09375,10,1130.88,3599.18,4730.06,2754.92,4730.06,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6545' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,7193,STATIONARY ENGINEER HELPER,3,32,0.09375,18,1115,3599.18,4714.18,2754.92,3797.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7193' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,7196,STATIONARY ENGINEER APP,3,32,0.09375,NA,2803.86,3599.18,6403.04,2754.92,4326.38,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7196' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6601,CONSTRUCTION & REPAIR LABORER,2,32,0.0625,20,0,3599.18,3599.18,2754.92,2754.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6601' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,1138,INTERMEDIATE CLERK,1,32,0.03125,2919,-121.18,3599.18,3478,2754.92,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6257,CARPENTER,1,32,0.03125,73,2365.68,3599.18,5964.86,2754.92,5964.86,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6257' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6349,"HELPER,ELECTRICAL",1,32,0.03125,26,69.82,3599.18,3669,2754.92,2962,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6349' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6355,"HELPER,PIPE TRADES",1,32,0.03125,16,69.82,3599.18,3669,2754.92,2962,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6355' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6587,MARINA MAINTENANCE WORKER,1,32,0.03125,10,767.92,3599.18,4367.1,2754.92,3337.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6587' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6610,EQUIPMENT MAINTENANCE WORKER,1,32,0.03125,42,1045.74,3599.18,4644.92,2754.92,3948.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6610' target = '_blank' >View Description</a>
6601,CONSTRUCTION & REPAIR LABORER,6973,PAINTER,1,32,0.03125,82,1713.72,3599.18,5312.9,2754.92,5312.9,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6973' target = '_blank' >View Description</a>
6607,EQUIPMENT MAINTENANCE HELPER,6610,EQUIPMENT MAINTENANCE WORKER,6,9,0.66667,42,791.46,3853.46,4644.92,3110.1,3948.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6610' target = '_blank' >View Description</a>
6607,EQUIPMENT MAINTENANCE HELPER,199,FIRE FIGHTER (56 HOUR),1,9,0.11111,1423,3297.36,3853.46,7150.82,3110.1,4892,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0199' target = '_blank' >View Description</a>
6607,EQUIPMENT MAINTENANCE HELPER,6352,"HELPER,METAL WORKING",1,9,0.11111,2,-184.46,3853.46,3669,3110.1,2962,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6352' target = '_blank' >View Description</a>
6607,EQUIPMENT MAINTENANCE HELPER,6607,EQUIPMENT MAINTENANCE HELPER,1,9,0.11111,3,0,3853.46,3853.46,3110.1,3110.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6607' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,6610,EQUIPMENT MAINTENANCE WORKER,6,14,0.42857,42,0,4644.92,4644.92,3948.36,3948.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6610' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,199,FIRE FIGHTER (56 HOUR),1,14,0.07143,1423,2505.9,4644.92,7150.82,3948.36,4892,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0199' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,3772,FIRE PREVENTION ENGINEERING ASSISTANT I,1,14,0.07143,3,998.36,4644.92,5643.28,3948.36,4542.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=3772' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,6531,MEDICAL ELECTRONICS TECHNICIAN,1,14,0.07143,36,2492.24,4644.92,7137.16,3948.36,7137.16,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6531' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,6613,SENIOR EQUIPMENT MAINTENANCE WORKER,1,14,0.07143,23,532.9,4644.92,5177.82,3948.36,4399.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6613' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,6616,EQUIPMENT MAINTENANCE SUPERVISOR,1,14,0.07143,4,943.44,4644.92,5588.36,3948.36,4260.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6616' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,7193,STATIONARY ENGINEER HELPER,1,14,0.07143,18,69.26,4644.92,4714.18,3948.36,3797.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7193' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,7365,UTILITY TRACTOR OPERATOR,1,14,0.07143,23,649.08,4644.92,5294,3948.36,4036.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7365' target = '_blank' >View Description</a>
6610,EQUIPMENT MAINTENANCE WORKER,7433,POWER EQUIPMENT TECHNICIAN,1,14,0.07143,48,1040.62,4644.92,5685.54,3948.36,5685.54,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7433' target = '_blank' >View Description</a>
6613,SENIOR EQUIPMENT MAINTENANCE WORKER,6609,FUEL EQUIPMENT TECHNICIAN,2,6,0.33333,2,288.1,5177.82,5465.92,4399.56,4644.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6609' target = '_blank' >View Description</a>
6613,SENIOR EQUIPMENT MAINTENANCE WORKER,6042,ASST AUTOMOTIVE EQPT COORDINATOR,1,6,0.16667,11,825,5177.82,6002.82,4399.56,4576.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6042' target = '_blank' >View Description</a>
6613,SENIOR EQUIPMENT MAINTENANCE WORKER,6625,GENERAL MAINTENANCE SUPERVISOR,1,6,0.16667,15,355.64,5177.82,5533.46,4399.56,4218.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6625' target = '_blank' >View Description</a>
6613,SENIOR EQUIPMENT MAINTENANCE WORKER,6819,BUILDING COMPLEX MANAGER II,1,6,0.16667,15,1175.36,5177.82,6353.18,4399.56,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6819' target = '_blank' >View Description</a>
6613,SENIOR EQUIPMENT MAINTENANCE WORKER,8025,GENERAL SERVICES MANAGER I,1,6,0.16667,9,103.18,5177.82,5281,4399.56,4026.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8025' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6622,SENIOR GENERAL MAINTENANCE WORKER,58,147,0.39456,86,493.72,4302.56,4796.28,3289.1,3660.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6622' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6619,GENERAL MAINTENANCE WORKER,27,147,0.18367,145,0,4302.56,4302.56,3289.1,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6257,CARPENTER,11,147,0.07483,73,1662.3,4302.56,5964.86,3289.1,5964.86,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6257' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7193,STATIONARY ENGINEER HELPER,10,147,0.06803,18,411.62,4302.56,4714.18,3289.1,3797.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7193' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6613,SENIOR EQUIPMENT MAINTENANCE WORKER,4,147,0.02721,23,875.26,4302.56,5177.82,3289.1,4399.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6613' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6471,ELECTRICIAN,3,147,0.02041,175,2907.64,4302.56,7210.2,3289.1,7210.2,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6471' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6973,PAINTER,3,147,0.02041,82,1010.34,4302.56,5312.9,3289.1,5312.9,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6973' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7198,STATIONARY ENGINEER II,3,147,0.02041,129,2619.62,4302.56,6922.18,3289.1,6922.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7198' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7269,PLUMBER,3,147,0.02041,104,2984.56,4302.56,7287.12,3289.1,7287.12,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7269' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6326,CEMENT & CONCRETE WORKER,2,147,0.01361,17,704.24,4302.56,5006.8,3289.1,5006.8,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6326' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6587,MARINA MAINTENANCE WORKER,2,147,0.01361,10,64.54,4302.56,4367.1,3289.1,3337.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6587' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6610,EQUIPMENT MAINTENANCE WORKER,2,147,0.01361,42,342.36,4302.56,4644.92,3289.1,3948.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6610' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6625,GENERAL MAINTENANCE SUPERVISOR,2,147,0.01361,15,1230.9,4302.56,5533.46,3289.1,4218.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6625' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7196,STATIONARY ENGINEER APP,2,147,0.01361,NA,2100.48,4302.56,6403.04,3289.1,4326.38,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7196' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,343,INSTITUTIONAL GARDENING MANAGER,1,147,0.0068,2,773.44,4302.56,5076,3289.1,3872,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0343' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,4227,CONTRACT MONITOR,1,147,0.0068,27,162.72,4302.56,4465.28,3289.1,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4227' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6051,HEAVY TRUCK DRIVER,1,147,0.0068,93,107.8,4302.56,4410.36,3289.1,3751.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6051' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6110,WELDER,1,147,0.0068,11,2242.7,4302.56,6545.26,3289.1,6545.26,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6110' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6169,PLASTERER,1,147,0.0068,6,1737.16,4302.56,6039.72,3289.1,6039.72,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6169' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6283,CARPET&LINOLEUM LAYER WORKING SUPVR,1,147,0.0068,2,2366.06,4302.56,6668.62,3289.1,6668.62,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6283' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6611,"BUILDING & EQUIPMENT MAINTENANCE WORKER, AVRC",1,147,0.0068,4,824.36,4302.56,5126.92,3289.1,4126.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6611' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,6819,BUILDING COMPLEX MANAGER II,1,147,0.0068,15,2050.62,4302.56,6353.18,3289.1,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6819' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7076,PHOTOGRAPHER I,1,147,0.0068,2,458.54,4302.56,4761.1,3289.1,4046.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7076' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,719601,STATIONARY ENGINEER APPRENTICE 01,1,147,0.0068,2,2100.48,4302.56,6403.04,3289.1,4326.38,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7196' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7268,IRRIGATION & LAWN SPRINKLER FITTER,1,147,0.0068,26,1141.78,4302.56,5444.34,3289.1,5444.34,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7268' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7365,UTILITY TRACTOR OPERATOR,1,147,0.0068,23,991.44,4302.56,5294,3289.1,4036.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7365' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7434,HEAVY STATIONARY EQUIP MECHANIC,1,147,0.0068,8,1838.4,4302.56,6140.96,3289.1,6140.96,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7434' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,7745,REFRIGERATION MECHANIC,1,147,0.0068,78,2984.56,4302.56,7287.12,3289.1,7287.12,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7745' target = '_blank' >View Description</a>
6619,GENERAL MAINTENANCE WORKER,8595,CREW INSTRUCTOR,1,147,0.0068,71,565.44,4302.56,4868,3289.1,3714.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8595' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6625,GENERAL MAINTENANCE SUPERVISOR,11,34,0.32353,15,737.18,4796.28,5533.46,3660.28,4218.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6625' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6613,SENIOR EQUIPMENT MAINTENANCE WORKER,5,34,0.14706,23,381.54,4796.28,5177.82,3660.28,4399.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6613' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6622,SENIOR GENERAL MAINTENANCE WORKER,5,34,0.14706,86,0,4796.28,4796.28,3660.28,3660.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6622' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6819,BUILDING COMPLEX MANAGER II,4,34,0.11765,15,1556.9,4796.28,6353.18,3660.28,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6819' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,1025,"HEAD, BUILDING MAINTENANCE, PW",1,34,0.02941,1,1206.54,4796.28,6002.82,3660.28,4576.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1025' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6257,CARPENTER,1,34,0.02941,73,1168.58,4796.28,5964.86,3660.28,5964.86,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6257' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6281,CARPET & LINOLEUM LAYER,1,34,0.02941,3,1266.12,4796.28,6062.4,3660.28,6062.4,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6281' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,6492,ELECTRO-MECHANIC,1,34,0.02941,38,2413.92,4796.28,7210.2,3660.28,7210.2,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6492' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,7196,STATIONARY ENGINEER APP,1,34,0.02941,NA,1606.76,4796.28,6403.04,3660.28,4326.38,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7196' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,7197,STATIONARY ENGINEER I,1,34,0.02941,1,1606.76,4796.28,6403.04,3660.28,6403.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7197' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,7222,ASST WASTEWATER TREATMENT PLANT OPR,1,34,0.02941,1,47.72,4796.28,4844,3660.28,3900.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7222' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,7434,HEAVY STATIONARY EQUIP MECHANIC,1,34,0.02941,8,1344.68,4796.28,6140.96,3660.28,6140.96,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7434' target = '_blank' >View Description</a>
6622,SENIOR GENERAL MAINTENANCE WORKER,8025,GENERAL SERVICES MANAGER I,1,34,0.02941,9,484.72,4796.28,5281,3660.28,4026.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8025' target = '_blank' >View Description</a>
6625,GENERAL MAINTENANCE SUPERVISOR,6263,CARPENTER WORKING SUPERVISOR,1,3,0.33333,8,1027.86,5533.46,6561.32,4218.92,6561.32,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6263' target = '_blank' >View Description</a>
6625,GENERAL MAINTENANCE SUPERVISOR,6819,BUILDING COMPLEX MANAGER II,1,3,0.33333,15,819.72,5533.46,6353.18,4218.92,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6819' target = '_blank' >View Description</a>
6625,GENERAL MAINTENANCE SUPERVISOR,8026,GENERAL SERVICES MANAGER II,1,3,0.33333,1,41.18,5533.46,5574.64,4218.92,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8026' target = '_blank' >View Description</a>
6633,"HEAD, MAINTENANCE AND REPAIR SERVICES",6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",1,1,1,21,1315.56,8758.44,10074,8758.44,7681.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6685' target = '_blank' >View Description</a>
6641,ASSISTANT INSTRUMENT TECHNICIAN,6642,INSTRUMENT TECHNICIAN,2,2,1,2,1034.64,5856.64,6891.28,4465.28,5255,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6642' target = '_blank' >View Description</a>
6642,INSTRUMENT TECHNICIAN,6644,SENIOR INSTRUMENT TECHNICIAN,1,1,1,1,584.36,6891.28,7475.64,5255,5699.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6644' target = '_blank' >View Description</a>
6644,SENIOR INSTRUMENT TECHNICIAN,6647,HEAD INSTRUMENT TECHNICIAN,1,1,1,1,224.72,7475.64,7700.36,5699.56,5871.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6647' target = '_blank' >View Description</a>
6661,"SECTION MANAGER, FACILITIES OPNS, ISD",6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",4,6,0.66667,19,0,11651.46,11651.46,8883.74,8883.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6686' target = '_blank' >View Description</a>
6661,"SECTION MANAGER, FACILITIES OPNS, ISD",1082,"ADMINISTRATIVE MANAGER XIII,ISD",2,6,0.33333,43,3845.64,11651.46,15497.1,8883.74,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
6679,BUILDING CRAFTS SUPERINTENDENT I,6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",16,23,0.69565,19,1377.46,10274,11651.46,7834,8883.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6686' target = '_blank' >View Description</a>
6679,BUILDING CRAFTS SUPERINTENDENT I,6661,"SECTION MANAGER, FACILITIES OPNS, ISD",3,23,0.13043,5,1377.46,10274,11651.46,7834,8883.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6661' target = '_blank' >View Description</a>
6679,BUILDING CRAFTS SUPERINTENDENT I,1078,"ADMINISTRATIVE MANAGER X, ISD",1,23,0.04348,NA,257.28,10274,10531.28,7834,8029.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1078' target = '_blank' >View Description</a>
6679,BUILDING CRAFTS SUPERINTENDENT I,6679,BUILDING CRAFTS SUPERINTENDENT I,1,23,0.04348,10,0,10274,10274,7834,7834,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6679' target = '_blank' >View Description</a>
6679,BUILDING CRAFTS SUPERINTENDENT I,6680,BUILDING CRAFTS SUPERINTENDENT II,1,23,0.04348,1,926.64,10274,11200.64,7834,8539.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6680' target = '_blank' >View Description</a>
